Title,Desc,Type,BodyPart,Equipment,Level,Rating,title_id
Holman Straight Plank Alternating Weighted Open,,strength,abdominals,other,intermediate,7.9,Holman Straight plank bergantian berbeban Open
Holman Weighted Killer Abs with Overhead Press,,strength,abdominals,other,intermediate,7.9,Holman berbeban Killer Abs with Overhead dorongan
Holman Weighted Split-Leg Pike,,strength,abdominals,other,intermediate,7.9,Holman berbeban Split-kaki Pike
Holman Towel Reverse Plank Heel Pull-in,,strength,abdominals,other,intermediate,7.9,Holman Towel Reverse plank Heel tarikan-in
Stick Twist,,strength,abdominals,other,intermediate,7.9,Stick putaran
Roc Everest,,cardio,abdominals,other,intermediate,7.9,Roc Everest
Standing cable low-to-high twist,"The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",strength,abdominals,cable,intermediate,9.3,berdiri kabel putaran bawah ke atas
Single-arm high-cable side bend,The single-arm high-cable side bend is an exercise targeting the obliques using a cable stack machine.,strength,abdominals,cable,intermediate,9.1,satu lengan high-kabel samping bend
Kneeling cable oblique crunch,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,9.0,Kneeling kabel oblique crunch
Kneeling cable crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,8.9,Kneeling kabel crunch
Rope Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,8.6,tali crunch
Standing cable crunch,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,8.6,berdiri kabel crunch
Bosu Ball Cable Crunch With Side Bends,,strength,abdominals,cable,beginner,8.5,Bosu Ball kabel crunch With samping Bends
Standing Cable Wood Chop,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,strength,abdominals,cable,intermediate,8.2,berdiri kabel Wood Chop
Cable reverse crunch,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",strength,abdominals,cable,beginner,8.2,kabel reverse crunch
Cable Russian Twists,,strength,abdominals,cable,beginner,8.1,kabel Russian putaran
Pallof press with rotation,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,strength,abdominals,cable,intermediate,7.9,Pallof dorongan with rotation
Cable Seated Crunch,,strength,abdominals,cable,beginner,7.7,kabel duduk crunch
Cable Judo Flip,,strength,abdominals,cable,beginner,5.0,kabel Judo Flip
Exercise Ball Cable Crunch - Gethin Variation,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",strength,abdominals,cable,intermediate,7.9,Exercise Ball kabel crunch - Gethin Variation
Standing cable high-to-low twist,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",strength,abdominals,cable,intermediate,7.9,berdiri kabel high-to-low putaran
Bent-Over Reverse Cable Fly,,strength,abdominals,cable,intermediate,7.9,membungkuk Reverse kabel fly
Standing Cable Crunch - Gethin Variation,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,7.9,berdiri kabel crunch - Gethin Variation
AM Cable Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,7.9,AM kabel crunch
Tyler Holt Weighted Knee-To-Chest Crunch,,strength,abdominals,cable,intermediate,7.9,Tyler Holt berbeban Knee-To-dada crunch
Standing cable twist,"The standing cable twist is a core exercise that targets the abdominals, particularly the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",strength,abdominals,cable,intermediate,7.9,berdiri kabel putaran
30 Cable Rope Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,7.9,30 kabel tali crunch
30 Cable Rope Oblique Crunch,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps like 8-12 reps per set or higher.",strength,abdominals,cable,intermediate,7.9,30 kabel tali Oblique crunch
Cable lying twist on ball,The cable lying twist on ball is an exercise targeting the core and obliques with the added challenge of stability to keep from losing position on the unstable surface.,strength,abdominals,cable,intermediate,7.9,kabel berbaring putaran on ball
30 Cable Pallof Press,"The pallof press is an anti-rotation, isometric exercise that trains core stability. It is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements.",strength,abdominals,cable,intermediate,7.9,30 kabel Pallof dorongan
30 Cable Reverse Crunch On Ball,"The cable reverse crunch on a BOSU is performed on top of a BOSU ball between two cable pulleys, which helps target the lower abdominals specifically and is more proprioceptively challenging than a cable reverse crunch on the floor.",strength,abdominals,cable,intermediate,7.9,30 kabel Reverse crunch On Ball
30 Cable Reverse Crunch,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",strength,abdominals,cable,intermediate,7.9,30 kabel Reverse crunch
Tyler Holt Cable Torso Twist,,strength,abdominals,cable,intermediate,7.9,Tyler Holt kabel Torso putaran
Single-Arm Cable Outward-Facing Biceps Curl,The single-arm cable outward-facing biceps curl is a cable exercise that targets the biceps. It is performed standing in front of a cable machine facing away from the cable stack to increase the range of motion by fully extending the elbows. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.,strength,abdominals,cable,intermediate,7.9,satu lengan kabel Outward-Facing bisep tekukan
Biceps Rope Curl,,strength,abdominals,cable,intermediate,7.9,bisep tali tekukan
Kneeling Cable Crunches,,strength,abdominals,cable,intermediate,7.9,Kneeling kabel Crunches
Ab Crunch Machine,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down toward the chest against some pre-set level of resistance. On some machines, the knees also curl up torward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, like 8-12 reps per set or higher, as part of the ab-focused portion of a workout.",strength,abdominals,machine,intermediate,8.0,Ab crunch mesin
Smith machine straight-legged hip raise,"The Smith machine straight-legged hip raise is an exercise targeting the abdominal muscles. Because of the potential awkwardness of getting into position, it is usually performed for moderate to high reps, such as 8-12 reps per set or more. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",strength,abdominals,machine,intermediate,8.0,Smith mesin straight-legged pinggul angkat
